gene1,gene2,co-expression,BP,CC,MF,label,ppi
PSME1,GPSM1,-0.14633443318297334,0.11581289081289081,0.42278911564625854,0.9183673469387754,0,Q06323:Q86YR5
SEC61G,RPL10L,0.05127605271570354,0.08038073038073038,0.28714285714285714,0.25,-1,P60059:Q96L21
RAP1BL,FCER2,0.2495884587471631,0.09674787018537018,0.6919642857142857,0.10876623376623375,0,A6NIZ1:P06734
CAT,BAIAP2,-0.10901322992111873,0.1421147565884408,0.541693722943723,0.9595238095238096,0,P04040:Q9UQB8
SNU13,IK,0.5392772394304585,0.443859649122807,0.5341991341991342,1.0,-1,P55769:Q13123
MRPL12,MRM2,0.4895596039757248,0.15575396825396826,0.5833333333333334,0.1,-1,P52815:Q9UI43
CAND1,NUDT11,0.1938362164288633,0.09753787878787878,0.8142857142857143,0.26071428571428573,0,Q86VP6:Q96G61
DNAJC8,SNRPD1,0.6883917895506829,0.0,0.41324884792626726,0.8574074074074074,0,O75937:P62314
GATA2,PLEKHN1,0.10270561259856821,0.1691919191919192,0.26190476190476186,0.9020512820512822,0,P23769:Q494U1
LYPLA1,TSSK1B,0.4440857053511726,0.15833333333333333,0.20833333333333331,0.36103603603603607,0,O75608:Q9BXA7
VSTM2B,ELOC,0.2826211203393733,0.0,0.4095911949685535,0.0,0,A6NLU5:Q15369
FCGR3B,PPP1CA,0.23866848028681822,0.1380133755133755,0.3513655462184873,0.23558925201782344,0,O75015:P62136
ECE2,LITAF,-0.3319556699647086,0.12513227513227512,0.24365079365079373,0.9562610229276894,0,P0DPD6:Q99732
EMC1,EMC9,0.46195402499728105,0.8,0.6685714285714286,0.8545454545454546,1,Q8N766:Q9Y3B6
EIF2S2,RPS29,0.5208222153046036,0.21666666666666667,0.7327891156462585,0.3214285714285714,-1,P20042:P62273
H4C1,CENPU,0.24928797266676064,0.15000000000000002,0.5826923076923076,1.0,-1,P62805:Q71F23
RBX1,GINS4,0.639832969469821,0.15029761904761904,0.35555555555555557,1.0,-1,P62877:Q9BRT9
CTC1,TEN1,0.3734654735093325,0.6842105263157894,0.5920634920634922,0.8900000000000001,1,Q2NKJ3:Q86WV5
MC2R,PABIR1,0.06087984883180991,0.1726190476190476,0.55,0.36989795918367346,0,Q01718:Q96E09
BIRC5,INCENP,0.7812288430231533,0.3278493941955481,0.6003401360544218,0.9797297297297297,1,O15392:Q9NQS7
RAD51C,XRCC2,0.623653506138233,0.24327371974430795,0.8006410256410257,0.845508658008658,1,O43502:O43543
UBB,PSMD13,0.2898106792370929,0.5256410256410257,0.8263471177944863,0.8333333333333334,-1,P0CG47:Q9UNM6
OXA1L,MRPS18A,0.7203784461838328,1.0,0.5561224489795917,0.22916666666666666,-1,Q15070:Q9NVS2
MED19,POLR2D,0.6830204110743672,0.06666666666666667,0.9555555555555555,0.8928571428571429,1,A0JLT2:O15514
ZNF692,FBXO2,0.0380702674598943,0.08520710634681222,0.3908333333333333,0.7745726495726496,0,Q9BU19:Q9UK22
NDUFA2,UQCRH,0.5096012631431925,0.6818181818181818,0.5721726190476191,0.171875,-1,O43678:P07919
SNRPA1,SRRM1,0.606993455648815,0.5791666666666667,0.7492063492063492,0.8333333333333334,-1,P09661:Q8IYB3
CRHR1,SF3B3,0.09989188029259025,0.10104392135642135,0.29307359307359304,0.925925925925926,0,P34998:Q15393
NKAP,STEEP1,0.8865744200415343,0.12261904761904763,0.5990196078431372,0.75,0,Q8N5F7:Q9H5V9
GNAI1,GNAI1,0.9999999999999999,0.5062752525252525,0.6295681063122923,0.521326164874552,1,P63096:P63096
IGKV4-1,GPR85,-0.11348765533430812,0.15476190476190477,0.7222222222222223,0.3333333333333333,0,P06312:P60893
LSM8,SNRNP40,0.8469809615943757,0.5566666666666666,0.6439440993788818,0.9659090909090909,-1,O95777:Q96DI7
RPL32,WDR55,0.7183344077143085,0.14285714285714285,0.4333333333333333,0.0,0,P62910:Q9H6Y2
HLA-DQA1,RAD21L1,-0.04309590894405532,0.15625,0.2,0.5,0,P01909:Q9H4I0
IDI2,SEBOX,-0.04761744195336723,0.08817340067340067,1.0,0.25,0,Q9BXS1:Q9HB31
H2AZ1,DUX4L9,0.17161655659915256,0.5817307692307692,0.8,0.4935714285714286,0,P0C0S5:Q6RFH8
RAD1,TTC39A,0.12397478649622187,0.0,0.3333333333333333,1.0,0,O60671:Q5SRH9
PDK1,RXYLT1,0.4389106046630478,0.125,0.35595238095238096,0.7264957264957264,0,Q15118:Q9Y2B1
MT-CO3,COX7A2,0.2518683740384469,0.3803418803418803,0.6335034013605442,0.625,1,P00414:P14406
CPNE3,RNF169,0.8836495414247125,0.1152557319223986,0.44848484848484843,0.557051282051282,0,O75131:Q8NCN4
CXCL3,RPS4X,0.03270627062765105,0.1277281746031746,0.38220238095238096,0.20591787439613524,0,P19876:P62701
TTR,PRPS1L1,-0.02051640158308237,0.11666666666666665,0.3214285714285714,0.25311791383219956,0,P02766:P21108
RPL39,SIRT7,0.5215427135046208,0.13576146076146073,0.3416666666666667,0.16688815060908083,0,P62891:Q9NRC8
EXOSC5,DIS3,0.6680543401629684,0.5333333333333333,0.5621315192743763,0.6654761904761904,-1,Q9NQT4:Q9Y2L1
NUP58,AAAS,0.6746363502389875,0.315260594106748,0.7114010989010987,1.0,-1,Q9BVL2:Q9NRG9
RPS3A,RIOK2,0.7771486402523821,0.20595238095238094,0.5047619047619047,0.1463809523809524,-1,P61247:Q9BVS4
CIR1,CEP70,0.4168770621639448,0.09166666666666667,0.4930555555555555,0.997979797979798,0,Q86X95:Q8NHQ1
RPS8,ETF1,0.573019831563196,0.1220238095238095,0.6129629629629629,0.6124574829931974,-1,P62241:P62495
SLC8A3,BAD,-0.0961512040026893,0.14391001951977564,0.3740740740740741,0.9434865900383139,0,P57103:Q92934
METTL21C,CRTAC1,0.16411827203502233,0.08333333333333333,0.2,0.8958333333333334,0,Q5VZV1:Q9NQ79
DERPC,IL13RA1,0.0,0.0,0.31227106227106227,0.0,0,P0CG12:P78552
TAS2R38,NAT14,-0.1660112815156305,0.10101010101010101,0.6,0.1125,0,P59533:Q8WUY8
FBP2,RBX1,-0.12049602351720173,0.09750856895464735,0.6313668992012942,0.6543730158730158,0,O00757:P62877
RNASEH1,PISD,0.3491995813346471,0.11621260683760683,0.5483333333333335,0.42857142857142855,0,O60930:Q9UG56
NEDD8,LIMCH1,0.19666678118600403,0.13404761904761905,0.39,0.47142857142857153,0,Q15843:Q9UPQ0
ATP5PF,ATP5ME,0.7264432102942148,0.6862745098039215,0.5152662993572084,0.7000000000000001,-1,P18859:P56385
MRAP,MRAP,1.0,0.5441595441595442,0.7296296296296296,0.6499999999999999,1,Q8TCY5:Q8TCY5
NUP62,NUP210,0.649638291677881,0.4305555555555556,0.8907407407407406,1.0,-1,P37198:Q8TEM1
MRPL2,MRM2,0.7231359321255606,0.10820707070707071,0.5833333333333334,0.1,-1,Q5T653:Q9UI43
MSL1,TAFA3,0.21988157095471977,0.09213286713286714,0.5,0.5,0,Q68DK7:Q7Z5A8
MRPL30,MRPL16,0.7160868564633686,1.0,0.5856643356643356,0.5714285714285714,1,Q8TCC3:Q9NX20
SESN3,CENPN,-0.08807631488229357,0.13333333333333333,0.4803571428571428,1.0,0,P58005:Q96H22
KIR3DL2,FOXN4,-0.032774245043538146,0.11873015873015873,0.2222222222222222,0.5022727272727273,0,P43630:Q96NZ1
TRBV9,HLA-B,0.7017601561349691,0.3973778746506019,0.40826190476190477,0.0,1,A0A0B4J1U6:P01889
KPNB1,SEPTIN7,0.427275032564527,0.12278911564625848,0.358390022675737,0.8972222222222221,0,Q14974:Q16181
MPZL1,SCAF11,0.7668240793738509,0.11801587301587302,0.39999999999999997,0.7125,0,O95297:Q99590
MRPS26,MRPL17,0.3735944959783692,1.0,0.5856643356643356,0.21666666666666665,-1,Q9BYN8:Q9NRX2
PLRG1,RBM22,0.8082263086392617,0.37528796739323056,0.5636243386243387,0.6520833333333333,1,O43660:Q9NW64
RPS5,RPS13,0.9580347454890492,0.6994047619047619,0.6767857142857142,0.6355555555555554,-1,P46782:P62277
GNB1,MRGPRX1,-0.07331537717529805,0.645,0.75,0.18333333333333335,1,P62873:Q96LB2
RAD23B,LRRC4B,-0.1937789641089816,0.08538461538461538,0.24166666666666667,1.0,0,P54727:Q9NT99
EXOSC9,DIS3,0.9444387280929577,0.5333333333333333,0.5621315192743763,0.6654761904761904,1,Q06265:Q9Y2L1
SUMO2,TMEM260,0.6818674900643023,0.15476190476190477,0.25,0.125,0,P61956:Q9NX78
H2BC11,DDB1,0.2581796268766192,0.11411463536463537,0.6528186274509805,0.9434426229508197,-1,P06899:Q16531
BUB1B,ANAPC15,0.48349411814618487,0.1925108225108225,0.7125,1.0,-1,O60566:P60006
DHX38,PRPF19,0.6319704813866297,0.31297550488726955,0.6279922779922781,0.9065058479532165,-1,Q92620:Q9UMS4
MRPL54,MRPL18,0.5837633175711545,0.6923076923076924,0.5045454545454545,0.6547619047619049,-1,Q6P161:Q9H0U6
RANBP2,SEC13,0.7183599710546122,0.22487012987012991,0.67989417989418,0.9841269841269842,-1,P49792:P55735
RANBP3L,TCEAL8,0.06796583050159008,0.0,0.0,1.0,0,Q86VV4:Q8IYN2
MED6,MED21,0.6968775849029786,0.5300908521303258,0.4763888888888889,0.9168021680216802,1,O75586:Q13503
SNRNP40,C9orf78,0.5547747712336297,0.540625,0.6047619047619047,0.7222222222222222,-1,Q96DI7:Q9NZ63
CALM1,TTPAL,-0.2375815849970576,0.0,1.0,0.16666666666666666,0,P0DP23:Q9BTX7
NOTCH2NLC,VASN,0.4888458322383567,0.1532967032967033,0.3190476190476191,0.9716981132075472,-1,P0DPK4:Q6EMK4
H2AC11,H4C1,0.29143806152837143,0.12772186147186146,0.257168458781362,0.9662698412698413,1,P0C0S8:P62805
AHCTF1,NUP58,0.8308712756976506,0.35000000000000003,0.9274509803921569,0.2484184914841849,-1,Q8WYP5:Q9BVL2
NDUFB8,NDUFA7,0.4418939567769339,0.5271493212669683,0.6178571428571428,0.34375,-1,O95169:O95182
MALSU1,MRPL32,0.7507098369011083,0.11805555555555555,0.31047979797979797,0.4375,-1,Q96EH3:Q9BYC8
GTPBP6,MRPL17,0.32315805378460477,0.0,0.2491258741258741,0.21666666666666665,-1,O43824:Q9NRX2
NCBP2,UBL5,0.674096398126753,0.39351851851851855,0.5888888888888889,0.9825581395348837,-1,P52298:Q9BZL1
GJA1,TNFRSF8,-0.11949696759411337,0.3247354497354497,0.6428571428571428,0.35,0,P17302:P28908
KCTD6,PRPF31,0.41710292086028034,0.11730519480519482,0.25073015873015875,0.9703525641025641,1,Q8NC69:Q8WWY3
NSL1,P2RX7,0.53009848738869,0.14250957375957377,0.3468253968253968,0.8159937888198757,0,Q96IY1:Q99572
NBN,MRE11,0.7395903829082283,0.4713685686518503,0.8338797814207649,0.571975916803503,1,O60934:P49959
TNNI3,ZBTB46,-0.04190125425173478,0.11480463980463979,0.39999999999999997,0.17738095238095236,0,P19429:Q86UZ6
PPT1,PHF6,0.3688503400787217,0.13571428571428573,0.36666666666666664,0.7833333333333333,0,P50897:Q8IWS0
MRPS35,MRPS15,0.42662657844735097,1.0,0.5039772727272727,0.55,-1,P82673:P82914
SEC61G,RPL11,0.4894884701105338,0.10428630310901779,0.6087797619047619,0.8271103896103899,-1,P60059:P62913
NDUFB6,NDUFC2,0.5323015968149432,0.2043349507635222,0.4954365079365079,0.7083333333333334,-1,O95139:O95298
LSM8,SRSF1,0.911872905941415,0.37733037659508245,0.7677419354838709,0.8460526315789473,-1,O95777:Q07955
SUPT4H1,PPP2CA,0.5872262847481156,0.12518693912924683,0.36808035714285714,0.8664093466308656,0,P63272:P67775
EDDM3A,NOX4,-0.027424768898660395,0.11028863112196445,0.33055555555555555,0.22938988095238094,0,Q14507:Q9NPH5
AKT1,RNF2,0.5833336690968125,0.21873015873015875,0.6379928315412186,0.9554391932211482,0,P31749:Q99496
TCEA1,POLR2L,0.4298274023029137,0.5771929824561404,0.9303278688524589,0.7838151927437643,-1,P23193:P62875
PSENEN,PSENEN,1.0,0.5437500000000001,0.6541666666666668,0.8991596638655461,0,Q9NZ42:Q9NZ42
MRPL2,AURKAIP1,0.4959307517216434,0.30357142857142855,0.5114853896103897,0.25,-1,Q5T653:Q9NWT8
GADD45GIP1,KCNN3,0.29322372175809397,0.08333333333333333,0.35,0.6314102564102564,0,Q8TAE8:Q9UGI6
MRPS26,MTIF3,0.3456264757952399,0.12222222222222223,1.0,0.24867724867724866,-1,Q9BYN8:Q9H2K0
C1orf131,UTP6,0.8799033491228047,0.5384615384615384,0.34320987654320984,0.9,-1,Q8NDD1:Q9NYH9
MRAS,PPP1CA,-0.37923251794259394,0.10089102482484835,0.3386321195144724,0.9148777866124804,1,O14807:P62136
OXA1L,CHCHD1,0.6855662692916152,1.0,0.5685714285714284,0.8125,-1,Q15070:Q96BP2
LEFTY1,EIF4A3,-0.06654723567344083,0.0957950779379351,0.4015664160401002,0.2937225639857219,0,O75610:P38919
SNAPC1,POLR3C,0.7957266917779813,0.12901493930905697,0.5444444444444444,0.9675213675213675,-1,Q16533:Q9BUI4
HLA-A,HLA-A,0.9999999999999998,0.28684766769873155,0.42444196428571435,0.6293859649122806,1,P04439:P04439
EI24,DNAJC9,0.14548294861335198,0.11805555555555555,0.48181818181818187,1.0,0,O14681:Q8WXX5
HLA-DQA1,MPPED2,-0.14428415896879662,0.0,0.0,0.8267857142857142,0,P01909:Q15777
CCNH,MYLK2,-0.13300992133364753,0.10882034632034635,0.4066666666666666,0.7317251461988304,0,P51946:Q9H1R3
SEPTIN7,LRIG1,0.2985249529375666,0.16944444444444445,0.36666666666666664,1.0,0,Q16181:Q96JA1
CHMP2A,AQP1,0.4367216722383957,0.14849161035869893,0.6654545454545455,0.836815534892458,0,O43633:P29972
RPLP2,RPL27,0.9395951455321483,0.6452380952380953,0.5996031746031746,0.6083333333333334,-1,P05387:P61353
UBC,UBE2L3,0.532208247046381,0.31330618212197153,0.7507936507936508,0.7402777777777777,1,P0CG48:P68036
PSMD3,UBB,0.3253226928515709,0.12749139910859086,0.8327278521351179,0.9742424242424242,-1,O43242:P0CG47
DTNB,MRPL50,0.05428767937739801,0.125,0.21764705882352942,0.0,0,O60941:Q8N5N7
NAT2,MCEE,0.16897217944050458,0.13227513227513227,0.2,0.7642857142857142,0,P11245:Q96PE7
ANG,SNRPG,0.02356000479622639,0.16915227629513346,0.3454184704184704,0.903125,0,P03950:P62308
PSMG4,CASP10,0.14529399122849504,0.10342897842897843,0.3333333333333333,0.39383116883116875,0,Q5JS54:Q92851
PRPF6,EYA1,-0.04814530570814038,0.1257463023088023,0.5964285714285714,0.3003455608718766,0,O94906:Q99502
NRG2,DDX19B,0.1278516401567365,0.11498917748917749,0.31785714285714284,0.5666486291486291,0,O14511:Q9UMR2
HLA-C,HLA-E,0.9326915170396605,0.1878023363317481,0.4678780284043442,0.6666666666666666,1,P10321:P13747
CASC3,GLCCI1,0.31848764764193777,0.0,0.5,1.0,0,O15234:Q86VQ1
EIF2S2,RPS4X,0.48797353638445695,0.19607371794871795,0.669702380952381,0.7369565217391304,-1,P20042:P62701
YWHAB,ADAM22,0.37333455089091916,0.212797619047619,0.8277777777777778,0.8766233766233765,-1,P31946:Q9P0K1
NDUFB3,UQCRH,0.788220786923489,0.6818181818181818,0.5629960317460317,0.171875,-1,O43676:P07919
LAMTOR5,LAMTOR4,0.37609392218437504,0.499950554496009,0.7421837421837422,0.8599439775910364,1,O43504:Q0VGL1
SH2D1A,SH2D1A,0.9999999999999998,0.2724025974025974,0.8333333333333334,0.9802631578947368,1,O60880:O60880
TNNI3,CTDSP1,-0.15587543982267024,0.10357744107744106,0.3444444444444444,0.7931818181818184,0,P19429:Q9GZU7
PRR32,COMMD5,-0.14909290149013069,0.0,0.0,1.0,0,B1ATL7:Q9GZQ3
MRPS9,MRPL52,0.6408035478000086,1.0,0.43397727272727293,0.75,-1,P82933:Q86TS9
EFCAB6,BCL2L2,-0.028095387214348306,0.09845736274307702,0.2733333333333333,0.9607843137254902,0,Q5THR3:Q92843
CDH1,CBLL1,-0.09553846941211627,0.24356261022927692,0.3652380952380952,0.5087301587301588,1,P12830:Q75N03
DDR2,MRPL9,0.5205189269966559,0.225,0.19166666666666668,0.7,0,Q16832:Q9BYD2
ECI2,LSM10,-0.0370459972322276,0.08582621082621082,0.42000000000000004,0.7030303030303031,0,O75521:Q969L4
MRPL58,DDX28,0.5693253370056616,0.15476190476190477,0.54,0.147000222000222,-1,Q14197:Q9NUL7
E2F6,RPL11,0.4831576558885698,0.08263785148460072,0.42127976190476185,0.8271103896103899,0,O75461:P62913
SNRPE,C9orf78,0.3286023122801085,0.540625,0.6047619047619047,0.7222222222222222,0,P62304:Q9NZ63
MRPS11,METTL17,0.28859753227774987,0.3267045454545454,0.32083333333333336,0.9209150326797387,-1,P82912:Q9H7H0
MEX3D,CCDC28A,0.1919140412128879,0.0,0.0,0.25,0,Q86XN8:Q8IWP9
TOM1,MT1HL1,-0.041584979820087485,0.13428571428571426,0.6,0.2,0,O60784:P0DM35
RPS4Y1,RPL19,0.3468646666274355,1.0,0.6576719576719576,0.5192307692307693,-1,P22090:P84098
RPL18A,NMD3,0.5996415659789622,0.08768823768823768,0.5666666666666667,0.319047619047619,-1,Q02543:Q96D46
MMP2,CCL7,0.43915606325254647,0.22176326759660095,0.75,0.55,1,P08253:P80098
CALM1,ABHD14B,-0.5527057243637536,0.09230769230769231,0.5076923076923078,0.37,0,P0DP23:Q96IU4
SNAPC3,POLR3H,0.46348554876152037,0.315,0.536111111111111,0.4537037037037037,-1,Q92966:Q9Y535
IGKV1-39,SNX19,-0.05482055575903491,0.1365151515151515,0.2976190476190476,0.3055555555555555,0,P01597:Q92543
SOCS2,ELOB,0.10617049263939225,0.22777777777777777,0.6172839506172839,0.9393939393939393,1,O14508:Q15370
NUP188,NDC1,0.5577574233417197,0.22367424242424241,0.798892580287929,0.625,-1,Q5SRE5:Q9BTX1
MRPL19,SLIRP,0.6233089947989622,0.09916666666666667,0.535515873015873,0.9166666666666666,-1,P49406:Q9GZT3
SLIRP,MRPL17,0.5303358571199648,0.1111111111111111,0.2491258741258741,0.8125,0,Q9GZT3:Q9NRX2
NELFCD,NELFB,0.7263927801921726,0.5389880952380952,0.848,0.9625,1,Q8IXH7:Q8WX92
RAB4A,PSMB8,-0.27520323937282093,0.3371212121212121,0.4699239417989418,0.9436507936507936,0,P20338:P28062
NMB,GNB1,0.20358291994254854,0.423015873015873,0.4464639321074963,0.8865740740740741,0,P08949:P62873
H4C7,STUB1,0.0,0.07243523036792268,0.23041005291005287,0.8448388203017833,0,Q99525:Q9UNE7
FBXL5,PSME2,0.07281431821531391,0.21666666666666667,0.8623407109322602,0.9285714285714285,0,Q9UKA1:Q9UL46
GSTM1,KLRG1,0.04759368133486938,0.13809523809523808,0.31666666666666665,0.8777777777777778,0,P09488:Q96E93
MRPS10,OXA1L,0.6600763343271088,0.1664085914085914,0.5055272108843538,0.0,-1,P82664:Q15070
H2BC10,CENPK,0.649530739152708,0.16666666666666666,0.8309523809523809,1.0,-1,P62807:Q9BS16
SLFN12L,PRM3,-0.05987389447130006,0.0,0.3,0.0,0,Q6IEE8:Q9NNZ6
SPSB3,H3C13,0.42622961403767257,0.0846153846153846,0.4642857142857144,0.9166666666666666,0,Q6PJ21:Q71DI3
TRDC,PITX1,-0.08742264554554979,0.1189957264957265,0.24,0.0,0,B7Z8K6:P78337
LRPPRC,MRPS17,0.6860591386507063,0.17777777777777778,0.3138111888111888,0.54,-1,P42704:Q9Y2R5
H2BC14,NOP10,0.4447597013186106,0.08388278388278388,0.502721088435374,0.3813492063492064,0,Q99879:Q9NPE3
COMMD1,TMEM74B,-0.14648479975036557,0.0,0.5,0.0,0,Q8N668:Q9NUR3
MRPL38,MRPL27,0.5497965793813183,1.0,0.5503246753246753,0.5,1,Q96DV4:Q9P0M9
LGALS1,P3H4,0.7072073831059774,0.14808201058201056,0.2220238095238095,0.3333333333333333,0,P09382:Q92791
H3C13,ZNF219,0.1781151161091671,0.09190392940392941,0.68,0.5924382716049382,0,Q71DI3:Q9P2Y4
RPS29,RPL36A,0.8752294916075156,1.0,0.7161490683229814,0.6666666666666667,-1,P62273:P83881
TRAV10,B2M,0.5644634523336989,0.13071842929797473,0.124251443001443,0.0,0,A0A0B4J240:P61769
RPL10,RPS18,0.8831302852942411,1.0,0.6919501133786847,0.62,-1,P27635:P62269
MAK16,RRP15,0.8750013701862596,0.75,1.0,0.0,-1,Q9BXY0:Q9Y3B9
RPL10A,RPL38,0.928301695117421,0.4032106782106781,0.6499047619047619,0.7361111111111112,-1,P62906:P63173
ABCB5,MED30,0.4112209355298858,0.09610636277302945,0.19576719576719578,0.1714852607709751,0,Q2M3G0:Q96HR3
DDB1,PAF1,0.6804188499776775,0.18253514162605072,0.7211538461538461,0.9545454545454546,-1,Q16531:Q8N7H5
SNRPE,SNRPD1,0.8853485050619262,0.6212585034013605,0.41324884792626726,0.8574074074074074,-1,P62304:P62314
MEIKIN,PSME1,-0.18290700350224318,0.08306878306878307,0.24496779388083736,0.0,0,A0A087WXM9:Q06323
PSMB2,RAB28,0.40122473615684634,0.1,0.5666666666666667,0.41435185185185186,0,P49721:P51157
CDC7,TMPRSS11A,-0.016412483868998257,0.2,0.41666666666666663,0.16666666666666666,0,O00311:Q6ZMR5
SUMO2,ZNF451,0.7543475965785668,0.5256769374416432,0.7222222222222223,0.48888888888888893,1,P61956:Q9Y4E5
RPS13,EIF1AD,0.7885700932678247,0.25,0.6,0.9648148148148149,-1,P62277:Q8N9N8
SLU7,STEEP1,0.8697084568187005,0.4333333333333334,0.5990196078431372,0.75,0,O95391:Q9H5V9
KHDRBS3,RPS2,-0.27445416391280986,0.12142857142857144,0.5047619047619047,0.7480769230769231,0,O75525:P15880
RPS28,WDR43,0.7457244876671456,0.23074379324379324,0.6151515151515152,0.7954545454545454,-1,P62857:Q15061
ARPC4,ADAM22,-0.1390023150321977,0.11717171717171716,0.35185185185185186,0.8766233766233765,0,P59998:Q9P0K1
RPL4,SEC61G,0.6196261856131974,0.08712121212121213,0.5555555555555556,0.798611111111111,-1,P36578:P60059
TGM4,IDH3A,0.007797439059859984,0.0,0.32702020202020204,0.19742424242424245,0,P49221:P50213
SNRNP70,NOP16,0.1176332934475152,0.125,0.45999999999999996,1.0,0,P08621:Q9Y3C1
MAP2K7,IL6R,0.2029932900391311,0.22337174837174834,0.39256678281068524,0.6634199134199134,0,O14733:P08887
YWHAQ,DISC1,0.22186194278071467,0.17444877344877344,0.44336419753086415,0.9927219796215428,-1,P27348:Q9NRI5
SERPINE1,SLC13A1,-0.050876402346810574,0.13167989417989417,0.7777777777777777,0.1,0,P05121:Q9BZW2
CCNH,ATPAF1,0.04730460054936509,0.08333333333333333,0.375,0.8666666666666666,0,P51946:Q5TC12
MRM3,MRPL47,0.7143761913080556,0.125,0.42580213903743314,0.25,-1,Q9HC36:Q9HD33
HSPA2,EVA1C,0.04494070340984118,0.0,0.6666666666666666,0.3333333333333333,0,P54652:P58658
EEF2,MRAP2,-0.03779787845557416,0.11327561327561327,0.5800000000000001,0.6022727272727271,0,P13639:Q96G30
DNAJC8,SF3A3,0.8655272710054304,0.0,0.4031055900621116,0.8649068322981366,-1,O75937:Q12874
MRPS11,MRPS26,0.4800522626941368,1.0,0.5940559440559441,1.0,-1,P82912:Q9BYN8
SENP2,PCDH12,0.1501476232188556,0.17447089947089947,0.25,0.16666666666666666,0,Q9HC62:Q9NPG4
A1BG,TRIM69,-0.21536616700617148,0.0982142857142857,0.4296296296296296,0.0,0,P04217:Q86WT6
MRPL50,DDX28,0.5537913083881816,0.09722222222222221,0.54,0.0,-1,Q8N5N7:Q9NUL7
RPS3A,RPS28,0.9071361177986628,0.522077922077922,0.7066924066924067,0.6538461538461539,-1,P61247:P62857
CDC5L,WBP11,0.9073536193654563,0.48333333333333334,0.8136363636363636,0.9338709677419355,-1,Q99459:Q9Y2W2
UQCRB,NDUFA5,0.673764593478017,0.32474747474747473,0.6557692307692307,0.9270833333333334,-1,P14927:Q16718
NDUFS8,RHBDD3,0.33536414616687016,0.08344829773401201,0.3333333333333333,0.14285714285714285,0,O00217:Q9Y3P4
MCM2,H3C13,0.3313446232078984,0.7777777777777777,0.9,0.9166666666666666,1,P49736:Q71DI3
RPS15,PCSK9,-0.29728177282343304,0.14069264069264067,0.34603174603174597,0.625705467372134,0,P62841:Q8NBP7
NDUFS4,NDUFA12,0.6146809566237446,0.25040885040885036,0.40625,0.78125,1,O43181:Q9UI09
EDF1,RPS20,0.5574197578672178,0.11235754985754987,0.7799422799422799,0.7023809523809523,-1,O60869:P60866
AGPS,RRAS2,0.7226422825481852,0.10892232767232767,0.5571428571428572,0.6587024087024087,0,O00116:P62070
MSC,CTXN3,-0.10286114140236619,0.0,0.5,1.0,0,O60682:Q4LDR2
NXPH2,XKR3,-0.005073481681383329,0.0,0.3333333333333333,0.0,0,O95156:Q5GH77
TAF6,POLR3H,0.6291654870869722,0.3433333333333333,0.536111111111111,0.4537037037037037,0,P49848:Q9Y535
HTATSF1,SNRPD1,0.23850665563473655,0.6212585034013605,0.41324884792626726,0.8574074074074074,-1,O43719:P62314
RPS15A,RPS24,0.89437589372521,0.48839285714285713,0.7233766233766233,0.6476190476190476,-1,P62244:P62847
CCT4,RNF112,0.006319885336544411,0.163495670995671,0.40490620490620494,0.8242063492063492,0,P50991:Q9ULX5
RPLP1,RPL8,0.8987159535509992,1.0,0.6457482993197278,0.5142857142857143,-1,P05386:P62917
MRPS12,MRPL18,0.3359498868532594,0.6944444444444445,0.5045454545454545,0.6547619047619049,-1,O15235:Q9H0U6
TPM3,PXYLP1,-0.16158316188048857,0.09330808080808081,0.375,0.5714285714285714,0,P06753:Q8TE99
LALBA,MED11,0.021450559847162324,0.09772727272727272,0.3611111111111111,0.15758547008547008,0,P00709:Q9P086
SLU7,PPIL3,0.7254618546327357,0.38791423001949316,0.761904761904762,0.712962962962963,1,O95391:Q9H2H8
LRPPRC,MRPS10,0.6655492916313971,0.16666666666666666,0.32167832167832167,0.0,-1,P42704:P82664
MSC,BCL11B,-0.10971377156162326,0.15419392512036206,0.4142857142857143,0.6578703703703704,0,O60682:Q9C0K0
MRPL49,MRPL36,0.442814653731149,1.0,0.5581168831168831,0.625,-1,Q13405:Q9P0J6
DUSP28,SLC7A6OS,0.3925328716397243,0.1402116402116402,0.0,0.0,0,Q4G0W2:Q96CW6
RPS18,RPL36A,0.9731110650889822,1.0,0.7161490683229814,0.6666666666666667,-1,P62269:P83881
EXOSC9,CUZD1,-0.2029895795871699,0.2222222222222222,0.4107142857142857,0.0,0,Q06265:Q86UP6
S100A9,S100A9,1.0,0.18150881105426558,0.6799319727891155,0.6882205513784461,1,P06702:P06702
NUDT14,METAP1D,-0.03376104706841218,0.21666666666666667,0.20000000000000004,0.28928571428571426,0,O95848:Q6UB28
SRSF1,SNIP1,0.8091787705166903,0.41121031746031744,0.5077922077922078,0.9364864864864867,-1,Q07955:Q8TAD8
DDX19B,DDX19B,1.0,0.5416666666666666,0.38035714285714284,0.5777056277056276,1,Q9UMR2:Q9UMR2
RPS15,TSR1,0.5900044028492862,0.75,0.5666666666666667,0.4421296296296296,1,P62841:Q2NL82
RPS25,SLC15A4,0.5727680660639551,0.08188075152360866,0.1810515873015873,0.43746498599439776,0,P62851:Q8N697
RPS9,RPL10A,0.9512789454825563,0.82,0.6422161172161173,0.7,-1,P46781:P62906
PPIL3,FAM32A,0.5376997071342561,0.25,0.6363636363636365,0.625,0,Q9H2H8:Q9Y421
RFC5,ZNF415,0.08595549010860219,0.1111111111111111,0.3375,0.5851851851851853,0,P40937:Q09FC8
